path,relative_path,label,class_name,language,file_size_mb,split
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_22_f000085.wav,en/en/northandsouth_22_f000085.wav,0,bona_fide,en,0.25061988830566406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/piratesofersatz_05_leinster_64kb_f000217.wav,en/en/piratesofersatz_05_leinster_64kb_f000217.wav,0,bona_fide,en,0.33048439025878906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/VoxCPM2/silent_bullet_08_f000101.wav,fake/ar/VoxCPM2/silent_bullet_08_f000101.wav,1,synthetic,VoxCPM2,0.18845748901367188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/he/Edge-TTS/skyisland_10_baum_64kb_f000013.wav,fake/he/Edge-TTS/skyisland_10_baum_64kb_f000013.wav,1,synthetic,Edge-TTS,0.15245819091796875,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/OmniVoice/rinkitink_baum_09_64kb_f000062.wav,fake/ar/OmniVoice/rinkitink_baum_09_64kb_f000062.wav,1,synthetic,OmniVoice,0.5980930328369141,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/KugelAudio/northandsouth_32_f000062.wav,fake/en/KugelAudio/northandsouth_32_f000062.wav,1,synthetic,KugelAudio,0.2916374206542969,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MeloTTS/wives_and_daughters_10_f000150.wav,fake/en/MeloTTS/wives_and_daughters_10_f000150.wav,1,synthetic,MeloTTS,0.39765357971191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/griffin_lim/eneida_17_virgilio_f000080.wav,fake/es/griffin_lim/eneida_17_virgilio_f000080.wav,1,synthetic,griffin_lim,0.3409843444824219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/microsoft_speecht5_tts/wives_and_daughters_21_f000089.wav,fake/en/microsoft_speecht5_tts/wives_and_daughters_21_f000089.wav,1,synthetic,microsoft_speecht5_tts,0.2597846984863281,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/toten_seelen_09_f000022.wav,en/de/toten_seelen_09_f000022.wav,0,bona_fide,de,0.15387916564941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/rinkitink_baum_12_64kb_f000005.wav,en/en/rinkitink_baum_12_64kb_f000005.wav,0,bona_fide,en,0.36139869689941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/Kani-TTS-370M/erzaehlungen_30_poe_f000309.wav,fake/de/Kani-TTS-370M/erzaehlungen_30_poe_f000309.wav,1,synthetic,Kani-TTS-370M,0.21537399291992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/Kani-TTS-370M/zweiplaneten_29_lasswitz_f000095.wav,fake/de/Kani-TTS-370M/zweiplaneten_29_lasswitz_f000095.wav,1,synthetic,Kani-TTS-370M,0.15481185913085938,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/wives_and_daughters_36_f000050.wav,en/en/wives_and_daughters_36_f000050.wav,0,bona_fide,en,0.17930030822753906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Kyutai-TTS/rinkitink_baum_21_64kb_f000050.wav,fake/en/Kyutai-TTS/rinkitink_baum_21_64kb_f000050.wav,1,synthetic,Kyutai-TTS,0.3869667053222656,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/KugelAudio/napoleonenchamartin_24_perezgaldos_f000047.wav,fake/es/KugelAudio/napoleonenchamartin_24_perezgaldos_f000047.wav,1,synthetic,KugelAudio,0.08976364135742188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/KugelAudio/angelina_23_delgado_f000114.wav,fake/es/KugelAudio/angelina_23_delgado_f000114.wav,1,synthetic,KugelAudio,0.15144729614257812,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/pink_fairy_book_38_f000070.wav,en/en/pink_fairy_book_38_f000070.wav,0,bona_fide,en,0.34858131408691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/vixTTS/the_sea_fairies_18_f000041.wav,fake/en/vixTTS/the_sea_fairies_18_f000041.wav,1,synthetic,vixTTS,0.2714500427246094,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Voxtream/rinkitink_baum_16_64kb_f000032.wav,fake/en/Voxtream/rinkitink_baum_16_64kb_f000032.wav,1,synthetic,Voxtream,0.3364982604980469,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/da/tts_models_da_cv_vits/jane_eyre_18_f000288.wav,fake/da/tts_models_da_cv_vits/jane_eyre_18_f000288.wav,1,synthetic,tts_models_da_cv_vits,0.2534904479980469,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/kokoro/emerald_city_of_oz_01_f000001.wav,fake/en/kokoro/emerald_city_of_oz_01_f000001.wav,1,synthetic,kokoro,0.46372222900390625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/rinkitink_baum_04_64kb_f000053.wav,en/en/rinkitink_baum_04_64kb_f000053.wav,0,bona_fide,en,0.08307838439941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/vixTTS/poisoned_pen_01_f000231.wav,fake/en/vixTTS/poisoned_pen_01_f000231.wav,1,synthetic,vixTTS,0.2714500427246094,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/pink_fairy_book_13_f000108.wav,en/en/pink_fairy_book_13_f000108.wav,0,bona_fide,en,0.09696197509765625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_27_f000279.wav,en/en/jane_eyre_27_f000279.wav,0,bona_fide,en,0.24884796142578125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LEMAS-TTS/jane_eyre_36_f000127.wav,fake/en/LEMAS-TTS/jane_eyre_36_f000127.wav,1,synthetic,LEMAS-TTS,0.4141082763671875,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LongCat-AudioDiT/northandsouth_10_f000130.wav,fake/en/LongCat-AudioDiT/northandsouth_10_f000130.wav,1,synthetic,LongCat-AudioDiT,0.20460891723632812,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_23_f000032.wav,en/en/northandsouth_23_f000032.wav,0,bona_fide,en,0.27747535705566406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/the_master_key_20_f000030.wav,en/en/the_master_key_20_f000030.wav,0,bona_fide,en,0.26069068908691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_14_f000014.wav,en/en/jane_eyre_14_f000014.wav,0,bona_fide,en,0.22467994689941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/facebook_mms-tts-deu/caspar_hauser_09_f000158.wav,fake/de/facebook_mms-tts-deu/caspar_hauser_09_f000158.wav,1,synthetic,facebook_mms-tts-deu,0.0962677001953125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Indri-TTS-0.1/jane_eyre_27_f000453.wav,fake/en/Indri-TTS-0.1/jane_eyre_27_f000453.wav,1,synthetic,Indri-TTS-0.1,0.2759361267089844,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Microsoft VibeVoice 1.5B/wives_and_daughters_57_f000041.wav,fake/en/Microsoft VibeVoice 1.5B/wives_and_daughters_57_f000041.wav,1,synthetic,Microsoft VibeVoice 1.5B,0.11780166625976562,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/rinkitink_baum_19_64kb_f000028.wav,en/en/rinkitink_baum_19_64kb_f000028.wav,0,bona_fide,en,0.25946998596191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LEMAS-TTS/silent_bullet_08_f000050.wav,fake/en/LEMAS-TTS/silent_bullet_08_f000050.wav,1,synthetic,LEMAS-TTS,0.2705535888671875,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/cs/OmniVoice/wives_and_daughters_25_f000129.wav,fake/cs/OmniVoice/wives_and_daughters_25_f000129.wav,1,synthetic,OmniVoice,0.22504806518554688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_17_f000401.wav,en/en/jane_eyre_17_f000401.wav,0,bona_fide,en,0.13263893127441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/poisoned_pen_03_f000180.wav,en/en/poisoned_pen_03_f000180.wav,0,bona_fide,en,0.30854225158691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/pink_fairy_book_14_f000167.wav,en/en/pink_fairy_book_14_f000167.wav,0,bona_fide,en,0.21186256408691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MOSS-TTS-1.7B/wives_and_daughters_43_f000184.wav,fake/en/MOSS-TTS-1.7B/wives_and_daughters_43_f000184.wav,1,synthetic,MOSS-TTS-1.7B,0.2927589416503906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Maya1 TTS/emerald_city_of_oz_05_f000016.wav,fake/en/Maya1 TTS/emerald_city_of_oz_05_f000016.wav,1,synthetic,Maya1 TTS,0.5850276947021484,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_05_f000177.wav,en/en/northandsouth_05_f000177.wav,0,bona_fide,en,0.22742652893066406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/emerald_city_of_oz_16_f000084.wav,en/en/emerald_city_of_oz_16_f000084.wav,0,bona_fide,en,0.17218971252441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/LEMAS-TTS/napoleonenchamartin_01_perezgaldos_f000052.wav,fake/es/LEMAS-TTS/napoleonenchamartin_01_perezgaldos_f000052.wav,1,synthetic,LEMAS-TTS,0.290740966796875,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Kitten-TTS-Nano-0.2/jane_eyre_34_f000318.wav,fake/en/Kitten-TTS-Nano-0.2/jane_eyre_34_f000318.wav,1,synthetic,Kitten-TTS-Nano-0.2,0.2807731628417969,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/MOSS-TTS-1.7B/angelina_56_delgado_f000073.wav,fake/es/MOSS-TTS-1.7B/angelina_56_delgado_f000073.wav,1,synthetic,MOSS-TTS-1.7B,0.5753822326660156,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Voxtream/pink_fairy_book_31_f000098.wav,fake/en/Voxtream/pink_fairy_book_31_f000098.wav,1,synthetic,Voxtream,0.3230400085449219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/pink_fairy_book_08_f000061.wav,en/en/pink_fairy_book_08_f000061.wav,0,bona_fide,en,0.20575904846191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/the_master_key_07_f000013.wav,en/en/the_master_key_07_f000013.wav,0,bona_fide,en,0.26343727111816406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/hi/IndicF5/pink_fairy_book_14_f000072.wav,fake/hi/IndicF5/pink_fairy_book_14_f000072.wav,1,synthetic,IndicF5,0.4648151397705078,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/Edge-TTS/zweiplaneten_35_lasswitz_f000021.wav,fake/de/Edge-TTS/zweiplaneten_35_lasswitz_f000021.wav,1,synthetic,Edge-TTS,0.12419509887695312,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/fr/zonosTTS-v0.1/la_mare_au_diable_19_f000026.wav,fake/fr/zonosTTS-v0.1/la_mare_au_diable_19_f000026.wav,1,synthetic,zonosTTS-v0.1,0.3071708679199219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/ozma_of_oz_11_f000133.wav,en/en/ozma_of_oz_11_f000133.wav,0,bona_fide,en,0.14463043212890625,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/fr/Qwen3-TTS-12Hz-1.7B-Base/la_vampire_18_f000175.wav,fake/fr/Qwen3-TTS-12Hz-1.7B-Base/la_vampire_18_f000175.wav,1,synthetic,Qwen3-TTS-12Hz-1.7B-Base,0.2957897186279297,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OpenAI TTS-1 HD/cuentosclasicosprimera_00_poe_f000152.wav,fake/es/OpenAI TTS-1 HD/cuentosclasicosprimera_00_poe_f000152.wav,1,synthetic,OpenAI TTS-1 HD,0.2692070007324219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/vixTTS/hunters_space_09_f000049.wav,fake/en/vixTTS/hunters_space_09_f000049.wav,1,synthetic,vixTTS,0.3378429412841797,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/Fish-S2-Pro/jane_eyre_33_f000039.wav,fake/ar/Fish-S2-Pro/jane_eyre_33_f000039.wav,1,synthetic,Fish-S2-Pro,0.3144950866699219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/piratesofersatz_11_leinster_64kb_f000109.wav,en/en/piratesofersatz_11_leinster_64kb_f000109.wav,0,bona_fide,en,0.16425514221191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/fr/Voxtral/le_dernier_des_mohicans_chapitre_18_f000184.wav,fake/fr/Voxtral/le_dernier_des_mohicans_chapitre_18_f000184.wav,1,synthetic,Voxtral,0.24565505981445312,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/da/tts_models_da_cv_vits/jane_eyre_05_f000083.wav,fake/da/tts_models_da_cv_vits/jane_eyre_05_f000083.wav,1,synthetic,tts_models_da_cv_vits,0.16462326049804688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LEMAS-TTS/wives_and_daughters_56_f000068.wav,fake/en/LEMAS-TTS/wives_and_daughters_56_f000068.wav,1,synthetic,LEMAS-TTS,0.3033027648925781,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/CaroTTS/untermbirnbaum_14_f000030.wav,fake/de/CaroTTS/untermbirnbaum_14_f000030.wav,1,synthetic,CaroTTS,0.3057060241699219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/MOSS-TTS-1.7B/corte_de_carlos_iv_21_perezgaldos_f000088.wav,fake/es/MOSS-TTS-1.7B/corte_de_carlos_iv_21_perezgaldos_f000088.wav,1,synthetic,MOSS-TTS-1.7B,0.22546768188476562,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MatchaTTS/midnight_passenger_14_f000257.wav,fake/en/MatchaTTS/midnight_passenger_14_f000257.wav,1,synthetic,MatchaTTS,0.18119430541992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Microsoft VibeVoice Large/silent_bullet_12_f000232.wav,fake/en/Microsoft VibeVoice Large/silent_bullet_12_f000232.wav,1,synthetic,Microsoft VibeVoice Large,0.2748146057128906,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Kitten-TTS-Nano-0.1/jane_eyre_11_f000095.wav,fake/en/Kitten-TTS-Nano-0.1/jane_eyre_11_f000095.wav,1,synthetic,Kitten-TTS-Nano-0.1,0.16196250915527344,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/ZipVoice/midnight_passenger_10_f000226.wav,fake/en/ZipVoice/midnight_passenger_10_f000226.wav,1,synthetic,ZipVoice,0.19294357299804688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LongCat-AudioDiT/hunters_space_08_f000047.wav,fake/en/LongCat-AudioDiT/hunters_space_08_f000047.wav,1,synthetic,LongCat-AudioDiT,0.38763999938964844,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/hi/IndicF5/poisoned_pen_09_f000086.wav,fake/hi/IndicF5/poisoned_pen_09_f000086.wav,1,synthetic,IndicF5,1.1086654663085938,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/KugelAudio/eneida_10_virgilio_f000176.wav,fake/es/KugelAudio/eneida_10_virgilio_f000176.wav,1,synthetic,KugelAudio,0.2916374206542969,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/Fish-S2-Pro/jane_eyre_09_f000001.wav,fake/ar/Fish-S2-Pro/jane_eyre_09_f000001.wav,1,synthetic,Fish-S2-Pro,0.6523857116699219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Kani-TTS-370M/wives_and_daughters_11_f000268.wav,fake/en/Kani-TTS-370M/wives_and_daughters_11_f000268.wav,1,synthetic,Kani-TTS-370M,0.3802375793457031,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/griffin_lim/toten_seelen_06_f000166.wav,fake/de/griffin_lim/toten_seelen_06_f000166.wav,1,synthetic,griffin_lim,0.231536865234375,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/da/tts_models_da_cv_vits/poisoned_pen_04_f000238.wav,fake/da/tts_models_da_cv_vits/poisoned_pen_04_f000238.wav,1,synthetic,tts_models_da_cv_vits,0.3892631530761719,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/skyisland_22_baum_64kb_f000004.wav,en/en/skyisland_22_baum_64kb_f000004.wav,0,bona_fide,en,0.08735084533691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OpenAI TTS-1 HD/arapiles_05_perezgaldos_f000084.wav,fake/es/OpenAI TTS-1 HD/arapiles_05_perezgaldos_f000084.wav,1,synthetic,OpenAI TTS-1 HD,0.3554248809814453,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/midnight_passenger_06_f000176.wav,en/en/midnight_passenger_06_f000176.wav,0,bona_fide,en,0.11115455627441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OuteTTS/arapiles_18_perezgaldos_f000097.wav,fake/es/OuteTTS/arapiles_18_perezgaldos_f000097.wav,1,synthetic,OuteTTS,0.40265464782714844,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/kokoro/northandsouth_39_f000158.wav,fake/en/kokoro/northandsouth_39_f000158.wav,1,synthetic,kokoro,0.16827011108398438,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MingTTS/jane_eyre_18_f000108.wav,fake/en/MingTTS/jane_eyre_18_f000108.wav,1,synthetic,MingTTS,0.3768730163574219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/de/FishTTS/caspar_hauser_33_f000212.wav,fake/de/FishTTS/caspar_hauser_33_f000212.wav,1,synthetic,FishTTS,0.3730888366699219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Maya1 TTS/hunters_space_11_f000103.wav,fake/en/Maya1 TTS/hunters_space_11_f000103.wav,1,synthetic,Maya1 TTS,0.35534095764160156,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OmniVoice/angelina_49_delgado_f000066.wav,fake/es/OmniVoice/angelina_49_delgado_f000066.wav,1,synthetic,OmniVoice,0.13798904418945312,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/LongCat-AudioDiT/midnight_passenger_07_f000033.wav,fake/en/LongCat-AudioDiT/midnight_passenger_07_f000033.wav,1,synthetic,LongCat-AudioDiT,0.19384193420410156,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/herrnarnesschatz_06_f000091.wav,en/de/herrnarnesschatz_06_f000091.wav,0,bona_fide,de,0.47944068908691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ha/YarnGPT/jane_eyre_20_f000249.wav,fake/ha/YarnGPT/jane_eyre_20_f000249.wav,1,synthetic,YarnGPT,0.0241546630859375,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_29_f000205.wav,en/en/jane_eyre_29_f000205.wav,0,bona_fide,en,0.13678932189941406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/pink_fairy_book_32_f000140.wav,en/en/pink_fairy_book_32_f000140.wav,0,bona_fide,en,0.21601104736328125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/fr/zonosTTS-v0.1/sous_les_mers_2_16_f000144.wav,fake/fr/zonosTTS-v0.1/sous_les_mers_2_16_f000144.wav,1,synthetic,zonosTTS-v0.1,0.3354911804199219,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MeloTTS/wives_and_daughters_59_f000191.wav,fake/en/MeloTTS/wives_and_daughters_59_f000191.wav,1,synthetic,MeloTTS,0.21991920471191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/es/OpenAI TTS-1 HD/angelina_23_delgado_f000150.wav,fake/es/OpenAI TTS-1 HD/angelina_23_delgado_f000150.wav,1,synthetic,OpenAI TTS-1 HD,0.10518455505371094,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Indri-TTS-0.1/poisoned_pen_01_f000212.wav,fake/en/Indri-TTS-0.1/poisoned_pen_01_f000212.wav,1,synthetic,Indri-TTS-0.1,0.4071540832519531,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/skyisland_24_baum_64kb_f000064.wav,en/en/skyisland_24_baum_64kb_f000064.wav,0,bona_fide,en,0.24787330627441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/de/tschun_08_f000100.wav,en/de/tschun_08_f000100.wav,0,bona_fide,de,0.25275611877441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Llasa-1B-Multilingual/midnight_passenger_04_f000152.wav,fake/en/Llasa-1B-Multilingual/midnight_passenger_04_f000152.wav,1,synthetic,Llasa-1B-Multilingual,0.735198974609375,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/he/Edge-TTS/wives_and_daughters_35_f000002.wav,fake/he/Edge-TTS/wives_and_daughters_35_f000002.wav,1,synthetic,Edge-TTS,0.3099193572998047,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_27_f000407.wav,en/en/jane_eyre_27_f000407.wav,0,bona_fide,en,0.30860328674316406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Voxtral/wives_and_daughters_33_f000025.wav,fake/en/Voxtral/wives_and_daughters_33_f000025.wav,1,synthetic,Voxtral,0.3533210754394531,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ar/Voxtral/jane_eyre_11_f000299.wav,fake/ar/Voxtral/jane_eyre_11_f000299.wav,1,synthetic,Voxtral,0.16827011108398438,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_07_f000002.wav,en/en/jane_eyre_07_f000002.wav,0,bona_fide,en,0.07758522033691406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/northandsouth_46_f000187.wav,en/en/northandsouth_46_f000187.wav,0,bona_fide,en,0.14447784423828125,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/MatchaTTS/wives_and_daughters_49_f000023.wav,fake/en/MatchaTTS/wives_and_daughters_49_f000023.wav,1,synthetic,MatchaTTS,0.19047164916992188,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/jane_eyre_20_f000008.wav,en/en/jane_eyre_20_f000008.wav,0,bona_fide,en,0.26923561096191406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/ha/YarnGPT/rinkitink_baum_17_64kb_f000022.wav,fake/ha/YarnGPT/rinkitink_baum_17_64kb_f000022.wav,1,synthetic,YarnGPT,0.09424972534179688,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/M_AILABS_bona_fide_subset/en/en/emerald_city_of_oz_10_f000083.wav,en/en/emerald_city_of_oz_10_f000083.wav,0,bona_fide,en,0.28937721252441406,train
/content/drive/MyDrive/Colab Notebooks/Education/INM701/Datasets/MLAAD_10pct/fake/en/Kani-TTS-370M/piratesofersatz_12_leinster_64kb_f000215.wav,fake/en/Kani-TTS-370M/piratesofersatz_12_leinster_64kb_f000215.wav,1,synthetic,Kani-TTS-370M,0.06733322143554688,train
